ID Cliente,Nombre Completo,Genero,Edad,Estado,Tipo de empleo,Fecha de Inicio,Balance,Estado Civil,Ultimo grado de estudios,Credito vivienda,Otro credito,Forma de contacto,Impago en credito
2309,Adelina Peterson,Mujer,45,Nevada,Otro,26/09/2020,"$81,330.19",Divorciado,Preparatoria,Si,No,Domicilio,No
2310,Abner Becker,Hombre,48,Nevada,Empleado,26/09/2020,"$59,286.48",Casado,Preparatoria,No,No,Correo,No
2311,Cobby Horton,Hombre,64,Nevada,Obrero,26/09/2020,"$9,403.75",Casado,Preparatoria,No,No,Correo,No
2312,Eli Joseph,Hombre,53,Nevada,Obrero,26/09/2020,"$66,774.34",Casado,Preparatoria,Si,No,Domicilio,No
2313,Dimitrou Franklin,Hombre,45,Nevada,Otro,26/09/2020,"$75,958.64",Casado,Universidad,Si,No,Domicilio,No
2314,Sheila Ryan,Mujer,20,Arizona,Empleado,26/09/2020,"$31,965.97",Divorciado,Preparatoria,Si,No,Correo,No
2315,Daniella Rogers,Mujer,35,Arizona,Obrero,26/09/2020,"$82,700.01",Divorciado,Basica,No,No,Correo,No
2316,Loreen Reid,Mujer,34,Arizona,Empleado,26/09/2020,"$13,878.63",Soltero,Preparatoria,Si,No,Domicilio,No
2317,Britt Gomez,Mujer,19,Florida,Obrero,26/09/2020,"$70,936.16",Casado,Preparatoria,Si,No,Correo,No
2318,Jaclyn Silva,Mujer,31,Florida,Otro,26/09/2020,"$26,481.97",Soltero,Basica,No,No,Correo,No
2319,Celesta Jones,Mujer,40,Florida,Empleado,26/09/2020,"$6,897.58",Casado,Universidad,Si,No,Correo,No
2320,Pietro Davis,Hombre,27,Texas,Empleado,27/09/2020,"$60,224.21",Casado,Universidad,No,No,Correo,No
2321,Elly Carr,Mujer,46,Texas,Empleado,27/09/2020,"$24,801.07",Soltero,Preparatoria,No,No,Domicilio,No
2322,Eilis Munoz,Mujer,43,Texas,Empleado,27/09/2020,"$9,232.24",Soltero,Universidad,Si,No,Domicilio,Si
2323,Haskell Thompson,Hombre,40,Texas,Obrero,27/09/2020,"$69,802.07",Casado,Basica,No,No,Correo,No
2324,Fabian Reed,Hombre,37,Texas,Otro,27/09/2020,"$7,097.19",Casado,Universidad,No,No,Correo,No
2325,Charmane May,Mujer,45,Texas,Otro,27/09/2020,"$79,405.93",Casado,Universidad,Si,Si,Domicilio,No
2326,Berna Yates,Mujer,45,Texas,Empleado,27/09/2020,"$69,371.36",Soltero,Universidad,Si,No,Correo,No
2327,Howard Meyer,Hombre,31,Texas,Empleado,27/09/2020,"$12,678.12",Casado,Universidad,Si,No,Domicilio,No
2328,Benedikta Garcia,Mujer,37,Texas,Obrero,27/09/2020,"$27,608.21",Casado,Universidad,Si,Si,Domicilio,No
2329,Joni Ryan,Mujer,53,Nevada,Otro,27/09/2020,"$39,835.13",Soltero,Universidad,Si,No,Correo,No
2330,Mark Jensen,Hombre,58,Nevada,Otro,27/09/2020,"$67,369.30",Divorciado,Universidad,Si,No,Correo,No
2331,Bryn Bridges,Hombre,52,Nevada,Obrero,27/09/2020,"$66,554.03",Soltero,Universidad,Si,No,Correo,No
2332,Brad Ramos,Hombre,54,Nevada,Obrero,27/09/2020,"$39,241.76",Soltero,Preparatoria,No,No,Correo,No
2333,Archibald Cross,Hombre,50,Nevada,Obrero,27/09/2020,"$3,057.30",Casado,Preparatoria,Si,No,Correo,Si
2334,Isaiah Mack,Hombre,33,Arizona,Obrero,27/09/2020,"$116,008.55",Casado,Universidad,No,No,Domicilio,No
2335,Alix Carr,Hombre,36,Arizona,Empleado,27/09/2020,"$163,477.99",Casado,Universidad,Si,No,Domicilio,No
2336,Loralyn Klein,Mujer,27,Arizona,Empleado,27/09/2020,"$33,412.57",Soltero,Preparatoria,Si,No,Correo,No
2337,Timothea Brewer,Mujer,40,Florida,Empleado,27/09/2020,"$44,509.54",Casado,Preparatoria,Si,No,Correo,No
2338,Bartholemy Munoz,Hombre,40,Texas,Obrero,28/09/2020,"$27,387.76",Casado,Preparatoria,Si,No,Domicilio,No
2339,Vivia Rodgers,Mujer,31,Texas,Otro,28/09/2020,"$125,634.90",Casado,Universidad,No,No,Correo,No
2340,Andrus Nunez,Hombre,37,Texas,Empleado,28/09/2020,"$31,047.55",Casado,Universidad,Si,No,Correo,No
2341,Douggie Cross,Hombre,41,Texas,Otro,28/09/2020,"$11,908.61",Casado,Universidad,No,No,Correo,No
2342,Jeraldine Franklin,Mujer,30,Texas,Obrero,28/09/2020,"$12,303.79",Casado,Universidad,No,No,Correo,No
2343,Octavia Gomez,Mujer,31,Texas,Empleado,28/09/2020,"$12,112.43",Casado,Basica,Si,No,Domicilio,No
2344,Kathryn Jones,Mujer,22,Texas,Empleado,28/09/2020,"$81,231.63",Casado,Preparatoria,No,No,Correo,No
2345,Micah Ellis,Hombre,45,Texas,Empleado,28/09/2020,"$82,574.49",Casado,Preparatoria,Si,No,Domicilio,No
2346,Haleigh Rodgers,Mujer,29,Texas,Empleado,28/09/2020,"$98,592.18",Soltero,Universidad,Si,Si,Correo,No
2347,Garey Ramos,Hombre,50,Texas,Empleado,28/09/2020,"$24,994.16",Casado,Preparatoria,Si,No,Domicilio,No
2348,Jesse Rodgers,Hombre,41,Texas,Empleado,28/09/2020,"$70,188.78",Soltero,Preparatoria,Si,No,Domicilio,No
2349,Nahum Franklin,Hombre,59,Nevada,Obrero,28/09/2020,"$66,598.39",Soltero,Preparatoria,No,No,Correo,No
2350,Jedediah Cross,Hombre,47,Nevada,Obrero,28/09/2020,"$14,861.82",Soltero,Universidad,Si,Si,Domicilio,No
2351,Siobhan Ellis,Mujer,55,Nevada,Otro,28/09/2020,"$13,060.48",Casado,Universidad,Si,No,Correo,No
2352,Bernard Floyd,Hombre,37,Nevada,Obrero,28/09/2020,"$91,260.97",Casado,Otro,No,No,Domicilio,No
2353,Abelard Becker,Hombre,64,Nevada,Obrero,28/09/2020,"$157,330.93",Casado,Universidad,No,No,Domicilio,No
2354,Luciano Gonzales,Hombre,45,Nevada,Obrero,28/09/2020,"$99,362.55",Casado,Universidad,Si,No,Correo,No
2355,Abigail Bridges,Mujer,38,Nevada,Otro,28/09/2020,"$70,321.54",Soltero,Universidad,No,No,Correo,No
2356,Dorelia Carr,Mujer,59,Nevada,Otro,28/09/2020,"$6,856.76",Casado,Universidad,Si,Si,Correo,No
2357,Vilhelmina Meyer,Mujer,58,Nevada,Otro,28/09/2020,"$54,016.34",Casado,Universidad,Si,Si,Domicilio,No
2358,Jodie Green,Hombre,61,Nevada,Obrero,28/09/2020,"$20,598.81",Soltero,Universidad,No,No,Correo,No
2359,Kamilah Franklin,Mujer,32,Arizona,Otro,28/09/2020,"$20,381.69",Casado,Basica,Si,No,Correo,No
2360,Davida Cross,Mujer,35,Florida,Otro,28/09/2020,"$85,429.27",Soltero,Universidad,Si,No,Correo,No
2361,Richy Horton,Hombre,41,Florida,Empleado,28/09/2020,"$96,942.66",Casado,Basica,No,No,Correo,No
2362,Nollie Spencer,Mujer,33,Texas,Empleado,29/09/2020,"$4,723.88",Divorciado,Universidad,Si,No,Domicilio,No
2363,Amaleta Meyer,Mujer,30,Texas,Empleado,29/09/2020,"$77,621.15",Casado,Universidad,Si,No,Correo,No
2364,Diena Silva,Mujer,35,Texas,Empleado,29/09/2020,"$15,039.79",Divorciado,Preparatoria,No,Si,Correo,No
2365,Cornellis Brewer,Hombre,49,Texas,Otro,29/09/2020,"$5,087.88",Casado,Universidad,Si,No,Correo,No
2366,Carlie Ellis,Hombre,31,Texas,Empleado,29/09/2020,"$39,302.49",Divorciado,Universidad,Si,No,Correo,No
2367,Renaldo Rodgers,Hombre,34,Texas,Obrero,29/09/2020,"$131,156.16",Soltero,Universidad,No,No,Correo,No
2368,Agamemnon Silva,Hombre,37,Texas,Empleado,29/09/2020,"$92,901.30",Soltero,Otro,Si,No,Domicilio,No
2369,Oberon Gibson,Hombre,26,Texas,Empleado,29/09/2020,"$61,559.72",Casado,Universidad,Si,No,Correo,No
2370,Gusella Nunez,Mujer,32,Texas,Empleado,29/09/2020,"$21,848.97",Casado,Universidad,Si,No,Domicilio,No
2371,Hershel Garcia,Hombre,33,Texas,Empleado,29/09/2020,"$23,560.93",Soltero,Universidad,Si,No,Correo,Si
2372,Charlean Daniels,Mujer,26,Texas,Empleado,29/09/2020,"$13,402.43",Divorciado,Preparatoria,Si,No,Domicilio,No
2373,Aloysius Bowman,Hombre,34,Texas,Obrero,29/09/2020,"$36,488.78",Soltero,Universidad,Si,No,Correo,Si
2374,Olin Bass,Hombre,38,Nevada,Obrero,29/09/2020,"$42,050.42",Casado,Universidad,Si,No,Correo,No
2375,Abdel Jones,Hombre,45,Nevada,Otro,29/09/2020,"$65,328.81",Divorciado,Universidad,Si,No,Domicilio,No
2376,Morten Olson,Hombre,43,Nevada,Obrero,29/09/2020,"$55,138.88",Soltero,Universidad,No,No,Correo,Si
2377,Johan Wood,Hombre,46,Nevada,Empleado,29/09/2020,"$13,592.22",Casado,Universidad,Si,No,Domicilio,Si
2378,Orville Cross,Hombre,58,Nevada,Otro,29/09/2020,"$8,143.28",Soltero,Universidad,No,No,Correo,No
2379,Pat Yates,Hombre,43,Nevada,Obrero,29/09/2020,"$25,258.57",Casado,Universidad,Si,No,Celular,No
2380,Ibby Franklin,Mujer,39,Arizona,Empleado,29/09/2020,"$96,978.34",Divorciado,Universidad,Si,No,Correo,No
2381,Zandra Horton,Mujer,43,Florida,Otro,29/09/2020,"$21,871.49",Soltero,Universidad,Si,No,Correo,No
2382,Dalia Silva,Mujer,24,Florida,Otro,29/09/2020,$972.76,Casado,Universidad,No,No,Correo,No
2383,Delaney Tucker,Mujer,24,Florida,Empleado,29/09/2020,"$20,503.34",Soltero,Preparatoria,No,Si,Correo,No
2384,Ruperta Klein,Mujer,33,Texas,Empleado,30/09/2020,"$32,750.30",Soltero,Universidad,Si,No,Correo,No
2385,Reginald Horton,Hombre,28,Texas,Empleado,30/09/2020,"$87,652.31",Casado,Preparatoria,Si,No,Correo,No
2386,Doralynn Bass,Mujer,46,Texas,Empleado,30/09/2020,"$133,266.25",Casado,Universidad,Si,Si,Correo,No
2387,Michael Hill,Hombre,29,Texas,Empleado,30/09/2020,"$59,089.60",Casado,Preparatoria,Si,No,Domicilio,No
2388,Helene Horton,Mujer,38,Texas,Obrero,30/09/2020,"$4,404.06",Casado,Basica,Si,No,Celular,No
2389,Berty Glover,Mujer,45,Texas,Otro,30/09/2020,"$14,070.55",Casado,Universidad,Si,No,Correo,No
2390,Peta Cross,Mujer,45,Texas,Empleado,30/09/2020,"$141,855.06",Casado,Preparatoria,No,Si,Domicilio,No
2391,Hilbert Becker,Hombre,29,Texas,Empleado,30/09/2020,"$9,707.76",Soltero,Universidad,No,Si,Domicilio,No
2392,Averell May,Hombre,30,Texas,Otro,30/09/2020,"$18,815.99",Divorciado,Preparatoria,No,Si,Correo,No
2393,Ingelbert Horton,Hombre,40,Nevada,Obrero,30/09/2020,"$73,317.85",Casado,Preparatoria,Si,Si,Domicilio,No
2394,Vivyan Meyer,Mujer,44,Nevada,Otro,30/09/2020,"$28,817.76",Casado,Universidad,Si,No,Correo,No
2395,Kin Becker,Hombre,45,Nevada,Otro,30/09/2020,"$87,840.69",Casado,Universidad,No,No,Correo,No
2396,Paton Carr,Hombre,57,Nevada,Obrero,30/09/2020,"$44,436.82",Soltero,Universidad,Si,No,Correo,No
2397,Dallas Williams,Hombre,50,Nevada,Obrero,30/09/2020,"$38,924.51",Casado,Preparatoria,No,No,Correo,No
2398,Lennie Lindsey,Hombre,55,Nevada,Obrero,30/09/2020,"$30,640.93",Soltero,Basica,Si,No,Domicilio,No
2399,Otha Mccormick,Mujer,57,Nevada,Otro,30/09/2020,"$4,467.43",Casado,Universidad,No,Si,Correo,No
2400,Arlie Rodgers,Mujer,36,Arizona,Obrero,30/09/2020,"$14,244.67",Casado,Universidad,No,No,Correo,No
2401,Elisabet Silva,Mujer,21,Florida,Otro,30/09/2020,"$54,964.37",Casado,Universidad,No,No,Domicilio,No
2402,Chas Jones,Hombre,47,Texas,Empleado,01/10/2020,"$9,911.60",Casado,Preparatoria,Si,No,Celular,No
2403,Malcolm Ryan,Hombre,33,Texas,Empleado,01/10/2020,"$12,428.76",Casado,Basica,Si,No,Celular,No
2404,Friedrich Rodgers,Hombre,43,Texas,Empleado,01/10/2020,"$33,754.27",Casado,Universidad,Si,No,Celular,No
2405,Lust Chandler,Mujer,34,Texas,Empleado,01/10/2020,"$44,305.36",Casado,Basica,No,No,Correo,No
2406,Genia Mccormick,Mujer,32,Texas,Empleado,01/10/2020,"$36,520.90",Casado,Universidad,Si,Si,Correo,No
2407,Bailey Horton,Hombre,34,Texas,Obrero,01/10/2020,"$19,247.45",Casado,Universidad,Si,No,Celular,No
2408,Gerome Nunez,Hombre,29,Texas,Empleado,01/10/2020,"$6,227.48",Casado,Basica,No,No,Domicilio,No
2409,Blaine Pena,Hombre,53,Nevada,Obrero,01/10/2020,"$45,781.96",Casado,Universidad,Si,No,Correo,No
2410,Kelsey Garcia,Hombre,52,Nevada,Obrero,01/10/2020,"$43,224.25",Soltero,Universidad,No,No,Correo,No
2411,Cassondra Boone,Mujer,56,Nevada,Otro,01/10/2020,"$10,704.24",Soltero,Preparatoria,Si,No,Correo,No
2412,Rikki Franklin,Hombre,54,Nevada,Obrero,01/10/2020,"$40,077.55",Divorciado,Universidad,Si,No,Correo,No
2413,Sheena Silva,Mujer,51,Nevada,Otro,01/10/2020,"$5,531.51",Casado,Basica,No,Si,Domicilio,No
2414,Fonzie Reed,Hombre,37,Texas,Empleado,02/10/2020,"$29,374.49",Casado,Universidad,Si,No,Correo,No
2415,Tiffanie Weaver,Mujer,41,Texas,Otro,02/10/2020,"$22,903.94",Casado,Universidad,No,No,Correo,No
2416,Lauree Manning,Mujer,32,Texas,Empleado,02/10/2020,"$53,821.30",Casado,Preparatoria,No,No,Correo,No
2417,Michelle Malone,Mujer,34,Texas,Empleado,02/10/2020,"$27,400.76",Soltero,Preparatoria,Si,Si,Domicilio,No
2418,Reuven Franklin,Hombre,38,Texas,Otro,02/10/2020,"$69,843.99",Casado,Preparatoria,No,No,Correo,No
2419,Myrilla Gomez,Mujer,33,Texas,Empleado,02/10/2020,"$45,381.69",Soltero,Preparatoria,No,No,Correo,No
2420,Eunice Daniels,Mujer,42,Texas,Empleado,02/10/2020,"$13,940.61",Soltero,Universidad,No,Si,Correo,Si
2421,Garv Manning,Hombre,28,Texas,Empleado,02/10/2020,"$14,434.61",Casado,Preparatoria,No,No,Correo,No
2422,Neil Gomez,Hombre,28,Texas,Empleado,02/10/2020,"$25,263.96",Soltero,Preparatoria,No,No,Correo,Si
2423,Mohamed Bass,Hombre,33,Texas,Empleado,02/10/2020,"$46,696.70",Casado,Basica,Si,No,Correo,No
2424,Rennie Silva,Mujer,41,Texas,Obrero,02/10/2020,$947.48,Soltero,Universidad,No,No,Domicilio,No
2425,Bartolomeo Manning,Hombre,31,Texas,Obrero,02/10/2020,"$86,726.79",Casado,Preparatoria,No,No,Correo,No
2426,Clayborne Joseph,Hombre,48,Nevada,Obrero,02/10/2020,"$51,032.25",Casado,Universidad,Si,Si,Correo,No
2427,Corine Joseph,Mujer,40,Nevada,Otro,02/10/2020,"$39,137.01",Casado,Universidad,Si,No,Correo,No
2428,Judson Carr,Hombre,36,Arizona,Empleado,02/10/2020,"$24,782.54",Soltero,Preparatoria,No,No,Correo,No
2429,Tessy Reynolds,Mujer,43,Texas,Empleado,03/10/2020,"$40,479.91",Soltero,Universidad,Si,No,Domicilio,No
2430,Kendrick Yates,Hombre,36,Texas,Empleado,03/10/2020,"$23,587.19",Soltero,Universidad,No,No,Correo,No
2431,Corwin Horton,Hombre,40,Texas,Empleado,03/10/2020,"$14,948.27",Casado,Universidad,No,Si,Correo,No
2432,Sascha Bridges,Mujer,43,Texas,Empleado,03/10/2020,"$22,144.61",Casado,Universidad,No,No,Correo,Si
2433,Evaleen Horton,Mujer,45,Texas,Empleado,03/10/2020,"$51,595.28",Divorciado,Preparatoria,No,No,Correo,No
2434,Fitz Meyer,Hombre,32,Texas,Empleado,03/10/2020,"$18,615.12",Casado,Basica,No,No,Correo,Si
2435,Ozzy Bass,Hombre,36,Texas,Empleado,03/10/2020,"$43,847.70",Soltero,Universidad,No,Si,Correo,No
2436,Iago Tucker,Hombre,40,Texas,Empleado,03/10/2020,"$8,851.82",Casado,Preparatoria,Si,No,Correo,No
2437,Ricki Rogers,Hombre,33,Texas,Empleado,03/10/2020,"$40,238.31",Casado,Universidad,No,No,Correo,Si
2438,Beverlee Floyd,Mujer,30,Texas,Empleado,03/10/2020,"$146,782.36",Soltero,Universidad,Si,No,Correo,No
2439,Morris Munoz,Hombre,42,Texas,Empleado,03/10/2020,"$38,192.04",Casado,Preparatoria,Si,Si,Correo,No
2440,Clair Hodges,Mujer,28,Texas,Empleado,03/10/2020,"$90,600.21",Casado,Universidad,Si,No,Domicilio,No
2441,Josephus Tucker,Hombre,26,Nevada,Obrero,03/10/2020,"$68,491.79",Divorciado,Preparatoria,Si,No,Correo,No
2442,Derrick Beck,Hombre,52,Nevada,Obrero,03/10/2020,"$39,778.06",Casado,Universidad,Si,No,Domicilio,No
2443,Augie Rose,Hombre,58,Nevada,Obrero,03/10/2020,"$36,897.75",Casado,Universidad,Si,No,Domicilio,No
2444,Kelwin Hill,Hombre,47,Nevada,Otro,03/10/2020,"$89,719.25",Soltero,Preparatoria,Si,No,Correo,No
2445,Meghan Green,Mujer,48,Nevada,Otro,03/10/2020,"$14,141.07",Casado,Universidad,Si,No,Correo,Si
2446,Anders Glover,Hombre,50,Nevada,Obrero,03/10/2020,"$21,201.06",Casado,Preparatoria,Si,Si,Correo,No
2447,Franklyn Gonzales,Hombre,58,Nevada,Obrero,03/10/2020,"$11,887.49",Casado,Universidad,Si,No,Correo,No
2448,Fletcher Munoz,Hombre,41,Arizona,Obrero,03/10/2020,"$38,262.00",Casado,Basica,No,No,Correo,No
2449,Nevins Malone,Hombre,27,Texas,Obrero,04/10/2020,"$7,479.48",Soltero,Preparatoria,No,No,Correo,No
2450,Genny Yates,Mujer,42,Texas,Otro,04/10/2020,"$12,134.28",Casado,Preparatoria,No,No,Correo,Si
2451,Emmit Becker,Hombre,41,Texas,Empleado,04/10/2020,"$57,057.97",Casado,Basica,Si,No,Domicilio,No
2452,Alta Thompson,Mujer,25,Texas,Obrero,04/10/2020,"$6,426.66",Casado,Universidad,No,No,Correo,No
2453,Roseline Fuller,Mujer,34,Texas,Empleado,04/10/2020,"$12,081.63",Divorciado,Preparatoria,Si,No,Correo,No
2454,Kalvin Bowman,Hombre,47,Texas,Empleado,04/10/2020,"$53,846.78",Casado,Preparatoria,Si,Si,Correo,No
2455,Aleece Fuller,Mujer,28,Texas,Empleado,04/10/2020,"$20,487.64",Casado,Preparatoria,No,No,Correo,No
2456,Manish Malone,Hombre,44,Texas,Otro,04/10/2020,"$59,987.19",Casado,Universidad,No,No,Domicilio,No
2457,Dannie Brewer,Hombre,39,Texas,Obrero,04/10/2020,"$9,875.40",Casado,Basica,Si,No,Domicilio,No
2458,Erinn Horton,Mujer,38,Texas,Empleado,04/10/2020,"$67,495.66",Divorciado,Universidad,No,No,Correo,No
2459,Andie Reynolds,Hombre,37,Texas,Empleado,04/10/2020,"$17,422.70",Casado,Universidad,Si,Si,Celular,No
2460,Austen Reid,Hombre,22,Texas,Empleado,04/10/2020,$867.45,Casado,Basica,No,No,Celular,No
2461,Ritch Gomez,Hombre,34,Texas,Empleado,04/10/2020,"$91,801.97",Soltero,Basica,Si,No,Correo,No
2462,Felipa Cross,Mujer,49,Nevada,Empleado,04/10/2020,"$69,809.12",Soltero,Universidad,Si,No,Correo,No
2463,Karalynn Garcia,Mujer,53,Nevada,Otro,04/10/2020,"$8,916.64",Casado,Preparatoria,Si,No,Domicilio,No
2464,Cappella Mccormick,Mujer,36,Texas,Empleado,05/10/2020,"$55,940.21",Soltero,Otro,No,No,Domicilio,No
2465,Lona Silva,Mujer,34,Texas,Empleado,05/10/2020,"$9,063.70",Soltero,Preparatoria,Si,No,Domicilio,Si
2466,Carlynn Horton,Mujer,27,Texas,Obrero,05/10/2020,"$4,076.45",Soltero,Basica,No,No,Domicilio,No
2467,Ardys Underwood,Mujer,35,Texas,Obrero,05/10/2020,"$37,727.30",Casado,Universidad,No,No,Correo,No
2468,Chalmers Bowman,Hombre,42,Texas,Empleado,05/10/2020,$366.57,Soltero,Universidad,Si,No,Correo,No
2469,Coleman Williams,Hombre,22,Texas,Empleado,05/10/2020,"$67,356.67",Soltero,Universidad,Si,No,Domicilio,No
2470,Hanan Munoz,Hombre,61,Nevada,Otro,05/10/2020,"$40,494.34",Casado,Basica,Si,Si,Correo,No
2471,Caty Page,Mujer,44,Arizona,Otro,05/10/2020,"$2,194.79",Casado,Preparatoria,Si,No,Correo,No
2472,Pacifica Cross,Mujer,46,Florida,Otro,05/10/2020,"$48,981.30",Soltero,Universidad,No,No,Correo,Si
2473,Garfield Rogers,Hombre,31,Texas,Obrero,06/10/2020,"$53,490.60",Casado,Universidad,Si,No,Correo,No
2474,Faunie Silva,Mujer,22,Texas,Obrero,06/10/2020,"$2,145.19",Casado,Preparatoria,Si,No,Correo,No
2475,Carlynne Bass,Mujer,25,Texas,Empleado,06/10/2020,"$28,191.18",Casado,Preparatoria,Si,No,Correo,No
2476,Hart Gonzales,Hombre,47,Texas,Empleado,06/10/2020,"$60,144.97",Divorciado,Universidad,Si,No,Domicilio,No
2477,Gavin Rogers,Hombre,26,Texas,Empleado,06/10/2020,"$75,065.54",Casado,Universidad,No,No,Domicilio,No
2478,Fred Jensen,Mujer,38,Texas,Otro,06/10/2020,"$41,188.93",Casado,Basica,No,No,Correo,Si
2479,Raphael Thompson,Hombre,37,Texas,Empleado,06/10/2020,"$25,395.28",Divorciado,Universidad,No,No,Correo,No
2480,Marjory Horton,Mujer,27,Texas,Obrero,06/10/2020,"$117,163.72",Casado,Universidad,Si,Si,Correo,No
2481,Chris Horton,Mujer,25,Texas,Obrero,06/10/2020,"$33,137.33",Divorciado,Universidad,No,Si,Correo,Si
2482,Jesse Jones,Mujer,20,Texas,Empleado,06/10/2020,"$87,623.03",Casado,Preparatoria,No,No,Correo,No
2483,Larina Davis,Mujer,45,Nevada,Otro,06/10/2020,"$24,514.91",Casado,Universidad,No,No,Correo,No
2484,Quentin Horton,Hombre,50,Nevada,Obrero,06/10/2020,"$1,470.63",Casado,Universidad,Si,No,Domicilio,No
2485,Fanni Franklin,Mujer,53,Nevada,Otro,06/10/2020,"$11,984.12",Soltero,Preparatoria,No,No,Correo,No
2486,Antonina Thompson,Mujer,52,Nevada,Otro,06/10/2020,"$7,058.40",Casado,Preparatoria,Si,No,Correo,No
2487,Guthry Mccormick,Hombre,58,Nevada,Obrero,06/10/2020,"$48,209.96",Casado,Otro,No,No,Correo,Si
2488,Harman Munoz,Hombre,42,Arizona,Empleado,06/10/2020,"$6,213.96",Divorciado,Preparatoria,No,No,Correo,No
2489,Gerrit Manning,Hombre,37,Arizona,Empleado,06/10/2020,"$14,932.37",Casado,Universidad,Si,No,Domicilio,No
2490,Augustin Rodgers,Hombre,31,Arizona,Obrero,06/10/2020,"$43,794.91",Casado,Basica,No,Si,Correo,No
2491,Elka Hill,Mujer,24,Arizona,Obrero,06/10/2020,"$17,380.69",Casado,Universidad,No,No,Correo,No
2492,Shayla Horton,Mujer,36,Arizona,Empleado,06/10/2020,"$1,831.61",Casado,Basica,No,No,Correo,No
2493,Blinnie Ellis,Mujer,43,Texas,Obrero,07/10/2020,"$23,336.07",Soltero,Preparatoria,Si,No,Domicilio,No
2494,Bernadine Cross,Mujer,38,Texas,Empleado,07/10/2020,"$34,021.33",Soltero,Universidad,No,No,Correo,No
2495,Lou Wong,Hombre,30,Texas,Empleado,07/10/2020,"$62,153.55",Divorciado,Universidad,No,Si,Correo,No
2496,Neville Reynolds,Hombre,37,Texas,Empleado,07/10/2020,"$22,356.36",Soltero,Preparatoria,Si,No,Domicilio,No
2497,Addis Page,Mujer,36,Texas,Empleado,07/10/2020,"$107,030.93",Soltero,Preparatoria,Si,No,Correo,No
2498,Averil Yates,Hombre,30,Texas,Empleado,07/10/2020,"$37,948.81",Casado,Basica,Si,No,Domicilio,No
2499,Maddy Rogers,Hombre,32,Nevada,Obrero,07/10/2020,$835.99,Casado,Universidad,Si,No,Correo,No
2500,Radcliffe Jones,Hombre,56,Nevada,Obrero,07/10/2020,"$22,691.90",Casado,Preparatoria,No,No,Celular,Si
2501,Regan Adkins,Hombre,59,Nevada,Obrero,07/10/2020,$768.85,Soltero,Preparatoria,No,No,Correo,No
2502,Nydia Meyer,Mujer,26,Arizona,Empleado,07/10/2020,"$44,165.03",Casado,Universidad,Si,No,Domicilio,No
2503,Duffy Reed,Hombre,28,Texas,Obrero,08/10/2020,"$120,839.69",Casado,Universidad,No,No,Correo,No
2504,Lolande Garcia,Mujer,35,Texas,Otro,08/10/2020,"$39,231.18",Casado,Preparatoria,No,No,Correo,No
2505,Ignazio Ryan,Hombre,46,Texas,Obrero,08/10/2020,"$22,679.09",Casado,Universidad,Si,Si,Correo,No
2506,Moshe Weaver,Hombre,41,Texas,Empleado,08/10/2020,"$30,030.25",Divorciado,Preparatoria,No,Si,Correo,No
2507,Revkah Manning,Mujer,42,Texas,Empleado,08/10/2020,"$61,630.01",Casado,Universidad,Si,No,Correo,No
2508,Haywood Davis,Hombre,42,Texas,Empleado,08/10/2020,"$38,167.48",Soltero,Universidad,Si,No,Correo,No
2509,Jameson Fuller,Hombre,30,Texas,Obrero,08/10/2020,"$2,536.58",Casado,Otro,No,No,Celular,No
2510,George Horton,Hombre,37,Texas,Obrero,08/10/2020,"$31,988.00",Casado,Basica,Si,No,Domicilio,No
2511,Gav Gonzales,Hombre,37,Texas,Otro,08/10/2020,"$9,835.55",Divorciado,Universidad,No,Si,Domicilio,No
2512,Hannah Horton,Mujer,41,Texas,Empleado,08/10/2020,"$38,787.78",Casado,Basica,No,No,Correo,No
2513,Peg Jensen,Mujer,31,Texas,Empleado,08/10/2020,"$10,152.45",Casado,Basica,No,Si,Domicilio,Si
2514,Julie Ryan,Hombre,62,Nevada,Obrero,08/10/2020,"$90,890.36",Casado,Basica,Si,No,Domicilio,No
2515,Humbert May,Hombre,46,Nevada,Otro,08/10/2020,"$79,807.49",Soltero,Otro,Si,No,Domicilio,No
2516,Basil Rowe,Hombre,54,Nevada,Obrero,08/10/2020,"$100,144.28",Casado,Universidad,Si,No,Correo,No
2517,Binny Rodgers,Mujer,60,Nevada,Otro,08/10/2020,"$56,083.81",Casado,Preparatoria,Si,No,Correo,No
2518,Ezra Horton,Hombre,44,Nevada,Obrero,08/10/2020,"$6,844.06",Casado,Otro,Si,No,Domicilio,No
2519,Clive Potter,Hombre,52,Nevada,Obrero,08/10/2020,$683.10,Soltero,Universidad,No,No,Correo,No
2520,Randie Colon,Mujer,44,Arizona,Empleado,08/10/2020,"$111,237.27",Soltero,Preparatoria,No,No,Correo,No
2521,Corny Lindsey,Mujer,20,Florida,Otro,08/10/2020,"$10,196.00",Divorciado,Preparatoria,Si,No,Domicilio,No
2522,Kiersten Morales,Mujer,40,Florida,Obrero,08/10/2020,"$52,921.28",Casado,Universidad,Si,No,Correo,No
2523,Mahmoud Silva,Hombre,40,Texas,Obrero,09/10/2020,"$40,316.06",Divorciado,Universidad,No,No,Correo,No
2524,Aprilette Bass,Mujer,31,Texas,Empleado,09/10/2020,"$21,251.10",Divorciado,Preparatoria,Si,Si,Domicilio,No
2525,Garcon Yates,Hombre,33,Texas,Obrero,09/10/2020,"$11,691.96",Casado,Universidad,Si,No,Correo,No
